activation,dominance,valence,gender,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
2,2,2.5,M,4.833,4.25,3.667,3.167,5.75
3,2.5,4.5,M,4.833,4.25,3.667,3.167,5.75
3,2.5,4,M,4.833,4.25,3.667,3.167,5.75
3,2.5,3.5,M,4.833,4.25,3.667,3.167,5.75
3.5,2.5,3.5,M,4.833,4.25,3.667,3.167,5.75
3.5,2.5,3,M,4.833,4.25,3.667,3.167,5.75
3.5,2.5,4,M,4.833,4.25,3.667,3.167,5.75
3,2.5,4.5,M,4.833,4.25,3.667,3.167,5.75
2.5,3,2.5,F,2.333,2.333,4.167,5.25,2.167
2,1.5,3,M,4.833,4.25,3.667,3.167,5.75
2,2,2.5,F,2.333,2.333,4.167,5.25,2.167
2.5,1.5,3,M,4.833,4.25,3.667,3.167,5.75
2.5,2.5,2,F,2.333,2.333,4.167,5.25,2.167
3,2.5,3.5,M,4.583,3.667,4.583,3.667,4.5
2,3,3,F,4.583,1.917,3.333,6.083,2.083
2.5,3,3,M,4.583,3.667,4.583,3.667,4.5
2,2.5,3,F,4.583,1.917,3.333,6.083,2.083
3.5,4,2.5,M,4.583,3.667,4.583,3.667,4.5
3.5,3.5,2,F,4.583,1.917,3.333,6.083,2.083
4,3.5,2.5,M,4.583,3.667,4.583,3.667,4.5
3.5,4,2,F,4.583,1.917,3.333,6.083,2.083
3,2.5,2.5,M,4.583,3.667,4.583,3.667,4.5
3.5,3.5,2,F,4.583,1.917,3.333,6.083,2.083
3.5,2,3,M,4.583,3.667,4.583,3.667,4.5
4.5,4.5,1.5,F,4.583,1.917,3.333,6.083,2.083
3.5,3.5,1.5,M,4.583,3.667,4.583,3.667,4.5
4,4.5,1.5,F,4.583,1.917,3.333,6.083,2.083
4,4,2.5,M,4.583,3.667,4.583,3.667,4.5
3.5,3.5,1.5,F,4.583,1.917,3.333,6.083,2.083
3.5,3,2.5,M,4.583,3.667,4.583,3.667,4.5
3.5,3.5,2,F,4.583,1.917,3.333,6.083,2.083
3,3,2.5,M,4.583,3.667,4.583,3.667,4.5
3,4,2.5,F,4.583,1.917,3.333,6.083,2.083
3,4,2.5,M,4.583,3.667,4.583,3.667,4.5
4,4.5,1.5,F,4.583,1.917,3.333,6.083,2.083
4,4.5,1.5,F,4.583,1.917,3.333,6.083,2.083
2.5,2,2.5,M,4.583,3.667,4.583,3.667,4.5
3,3.5,1.5,F,4.583,1.917,3.333,6.083,2.083
3.5,3.5,2.5,M,4.583,3.667,4.583,3.667,4.5
3.5,4.5,1.5,F,4.583,1.917,3.333,6.083,2.083
2.5,2.5,2.5,M,4.583,3.667,4.583,3.667,4.5
4.5,4.5,1,F,4.583,1.917,3.333,6.083,2.083
4,4,2.5,M,4.583,3.667,4.583,3.667,4.5
3.5,3.5,2.5,M,4.583,3.667,4.583,3.667,4.5
4,3.5,3,M,4.583,3.667,4.583,3.667,4.5
3.5,3.5,3,M,4.583,3.667,4.583,3.667,4.5
3,3,2.5,F,4.583,1.917,3.333,6.083,2.083
3.5,4,2.5,F,4.583,1.917,3.333,6.083,2.083
4,4.5,4,F,4.583,1.917,3.333,6.083,2.083
4,4,3,F,4.583,1.917,3.333,6.083,2.083
3,3.5,4,M,4.583,3.667,4.583,3.667,4.5
4,4,4,F,4.583,1.917,3.333,6.083,2.083
4,3.5,4,M,4.583,3.667,4.583,3.667,4.5
4,3,4,M,4.583,3.667,4.583,3.667,4.5
2.5,3.5,2,F,4.583,1.917,3.333,6.083,2.083
3.5,3.5,3,M,4.583,3.667,4.583,3.667,4.5
2,2,3,F,4.583,1.917,3.333,6.083,2.083
3.5,3.5,3,M,4.583,3.667,4.583,3.667,4.5
2,2.5,3,F,4.583,1.917,3.333,6.083,2.083
3,2.5,3,M,4.583,3.667,4.583,3.667,4.5
2,2.5,2.5,F,4.583,1.917,3.333,6.083,2.083
3,3,2.5,M,4.583,3.667,4.583,3.667,4.5
2,2.5,3,F,4.583,1.917,3.333,6.083,2.083
3,3,2.5,M,4.583,3.667,4.583,3.667,4.5
2.5,3,2,F,4.583,1.917,3.333,6.083,2.083
3.5,3.5,2,M,4.583,3.667,4.583,3.667,4.5
3,4,2,F,4.583,1.917,3.333,6.083,2.083
3,3.5,2,M,4.583,3.667,4.583,3.667,4.5
3.5,3.5,1.5,F,4.583,1.917,3.333,6.083,2.083
4.5,4,2,M,4.583,3.667,4.583,3.667,4.5
3.5,4.5,1.5,F,4.583,1.917,3.333,6.083,2.083
4.5,4.5,1,M,4.583,3.667,4.583,3.667,4.5
3.5,4,2,M,4.583,3.667,4.583,3.667,4.5
3,4,2,M,4.583,3.667,4.583,3.667,4.5
3.5,4,2,M,4.583,3.667,4.583,3.667,4.5
4,4,2,F,4.583,1.917,3.333,6.083,2.083
3,3.5,2.5,M,4.583,3.667,4.583,3.667,4.5
3.5,4,1.5,F,4.583,1.917,3.333,6.083,2.083
3,3,3,M,4.583,3.667,4.583,3.667,4.5
4,4,2,F,4.583,1.917,3.333,6.083,2.083
2.5,3,3,M,4.583,3.667,4.583,3.667,4.5
3.5,4,1.5,F,4.583,1.917,3.333,6.083,2.083
2.5,3,3,M,4.583,3.667,4.583,3.667,4.5
2.5,3.5,2,F,4.583,1.917,3.333,6.083,2.083
3.5,4,2,F,4.583,1.917,3.333,6.083,2.083
3,2,2,M,4.583,3.667,4.583,3.667,4.5
3,3.5,2,F,4.583,1.917,3.333,6.083,2.083
2.5,3.5,2,M,4.583,3.667,4.583,3.667,4.5
3,4,2.5,F,4.583,1.917,3.333,6.083,2.083
2,2,3,M,4.583,3.667,4.583,3.667,4.5
3,3.5,2,F,4.583,1.917,3.333,6.083,2.083
4,4.5,2,F,4.583,1.917,3.333,6.083,2.083
2,3,3,M,4.583,3.667,4.583,3.667,4.5
4,3.5,3.5,F,4.583,1.917,3.333,6.083,2.083
3,3.5,4,M,4.583,3.667,4.583,3.667,4.5
3,3,4,F,4.583,1.917,3.333,6.083,2.083
3.5,3.5,4,M,4.583,3.667,4.583,3.667,4.5
3.5,3,4,F,4.583,1.917,3.333,6.083,2.083
2.5,3,3,M,4.583,3.667,4.583,3.667,4.5
3,3,4,F,4.583,1.917,3.333,6.083,2.083
3,3,3,M,4.583,3.667,4.583,3.667,4.5
2.5,3.5,4,F,4.583,1.917,3.333,6.083,2.083
2.5,3,2.5,F,4.583,1.917,3.333,6.083,2.083
2,3,3.5,M,4.583,3.667,4.583,3.667,4.5
2.5,2.5,4,F,4.583,1.917,3.333,6.083,2.083
2.5,2.5,3.5,M,4.583,3.667,4.583,3.667,4.5
4,0.5,5,F,4.583,1.917,3.333,6.083,2.083
4.5,1.5,2.5,M,5.083,4.667,4.25,3.75,5.5
3.5,1.5,2.5,F,5.417,4.75,4,4.333,5
3,1.5,2.5,M,5.083,4.667,4.25,3.75,5.5
3.5,2,2.5,F,5.417,4.75,4,4.333,5
3,2,2.5,M,5.083,4.667,4.25,3.75,5.5
4.5,1,2.5,F,5.417,4.75,4,4.333,5
3.5,2,3,M,5.083,4.667,4.25,3.75,5.5
2.5,2,3,F,5.417,4.75,4,4.333,5
3,2.5,4,M,5.083,4.667,4.25,3.75,5.5
2,2.5,2.5,F,5.417,4.75,4,4.333,5
3.5,1.5,3.5,M,5.083,4.667,4.25,3.75,5.5
3.5,2,4,F,5.417,4.75,4,4.333,5
3,2.5,3.5,M,5.083,4.667,4.25,3.75,5.5
3,2.5,4,F,5.417,4.75,4,4.333,5
2.5,2.5,4,M,5.083,4.667,4.25,3.75,5.5
2.5,2.5,4,F,5.417,4.75,4,4.333,5
2.5,2.5,4,M,5.083,4.667,4.25,3.75,5.5
2.5,2.5,2.5,F,5.417,4.75,4,4.333,5
2.5,2.5,3.5,M,5.083,4.667,4.25,3.75,5.5
2,3,2.5,F,5.417,4.75,4,4.333,5
3,2.5,4,M,5.083,4.667,4.25,3.75,5.5
2.5,2.5,4,F,5.417,4.75,4,4.333,5
3.5,2.5,4,M,5.083,4.667,4.25,3.75,5.5
3,3,3.5,F,5.417,4.75,4,4.333,5
3,3,4,M,5.083,4.667,4.25,3.75,5.5
2,2,4,F,5.417,4.75,4,4.333,5
3.5,3.5,4,M,5.083,4.667,4.25,3.75,5.5
3.5,3,4,M,5.083,4.667,4.25,3.75,5.5
2.5,3,4,F,5.417,4.75,4,4.333,5
2.5,3,4,M,5.083,4.667,4.25,3.75,5.5
2.5,2,2.5,F,5.417,4.75,4,4.333,5
1.5,2.5,3,M,5.083,4.667,4.25,3.75,5.5
2.5,2,2.5,F,5.417,4.75,4,4.333,5
2,2.5,3.5,M,5.083,4.667,4.25,3.75,5.5
2.5,2,3,F,5.417,4.75,4,4.333,5
3.5,2.5,4,M,5.083,4.667,4.25,3.75,5.5
3,1.5,3,F,5.417,4.75,4,4.333,5
3.5,2.5,4,M,5.083,4.667,4.25,3.75,5.5
2.5,2.5,3.5,F,5.417,4.75,4,4.333,5
2.5,3,4,M,5.083,4.667,4.25,3.75,5.5
3,3,4.5,M,5.083,4.667,4.25,3.75,5.5
3,3,4,M,5.083,4.667,4.25,3.75,5.5
2.5,3,3.5,F,5.417,4.75,4,4.333,5
3.5,2.5,4.5,M,5.083,4.667,4.25,3.75,5.5
3,3,4,F,5.417,4.75,4,4.333,5
2.5,2,4,M,5.083,4.667,4.25,3.75,5.5
2.5,2,4,F,5.417,4.75,4,4.333,5
2.5,2.5,4,M,5.083,4.667,4.25,3.75,5.5
3,2.5,4,F,5.417,4.75,4,4.333,5
3.5,3,3,M,5.083,4.667,4.25,3.75,5.5
3,2.5,4,F,5.417,4.75,4,4.333,5
2,2,3.5,M,5.083,4.667,4.25,3.75,5.5
1.5,2.5,3.5,F,5.417,4.75,4,4.333,5
3,3,3.5,M,5.083,4.667,4.25,3.75,5.5
3.5,2.5,4,F,5.417,4.75,4,4.333,5
3.5,2.5,4,M,5.083,4.667,4.25,3.75,5.5
2,3,3.5,F,5.417,4.75,4,4.333,5
3,1.5,3.5,M,5.083,4.667,4.25,3.75,5.5
3,2.5,4.5,F,5.417,4.75,4,4.333,5
4,2.5,4,M,5.083,4.667,4.25,3.75,5.5
3.5,2,4,F,5.417,4.75,4,4.333,5
2,2.5,3.5,M,5.083,4.667,4.25,3.75,5.5
2.5,2.5,4,F,5.417,4.75,4,4.333,5
2.5,2.5,3,M,5.083,4.667,4.25,3.75,5.5
3,4,3,M,5.167,2,2.833,5.667,3.583
2.5,3.5,3,F,4.667,2.917,4.167,5.083,4.167
3,3.5,2.5,M,5.167,2,2.833,5.667,3.583
3,3.5,2,F,4.667,2.917,4.167,5.083,4.167
3.5,4,2.5,M,5.167,2,2.833,5.667,3.583
3.5,4,2.5,F,4.667,2.917,4.167,5.083,4.167
2.5,4.5,2.5,M,5.167,2,2.833,5.667,3.583
3,3.5,2.5,F,4.667,2.917,4.167,5.083,4.167
3.5,4,2.5,M,5.167,2,2.833,5.667,3.583
3.5,3,4,F,4.667,2.917,4.167,5.083,4.167
3,3.5,2.5,M,5.167,2,2.833,5.667,3.583
2.5,3,2.5,F,4.667,2.917,4.167,5.083,4.167
3.5,4,1.5,M,5.167,2,2.833,5.667,3.583
3,3,3,F,4.667,2.917,4.167,5.083,4.167
3,4.5,2.5,M,5.167,2,2.833,5.667,3.583
3,3.5,2.5,F,4.667,2.917,4.167,5.083,4.167
3,3.5,2.5,M,5.167,2,2.833,5.667,3.583
2.5,3.5,2,F,4.667,2.917,4.167,5.083,4.167
3,3.5,2,M,5.167,2,2.833,5.667,3.583
2,3,3,F,4.667,2.917,4.167,5.083,4.167
3,2.5,3,M,5.167,2,2.833,5.667,3.583
3,3.5,2,F,4.667,2.917,4.167,5.083,4.167
3,3.5,3,M,5.167,2,2.833,5.667,3.583
3,3,2,F,4.667,2.917,4.167,5.083,4.167
3,4,2.5,M,5.167,2,2.833,5.667,3.583
2.5,3.5,2.5,F,4.667,2.917,4.167,5.083,4.167
4,3.5,2,M,5.167,2,2.833,5.667,3.583
3,4,2,F,4.667,2.917,4.167,5.083,4.167
3,4,2.5,M,5.167,2,2.833,5.667,3.583
2.5,4,2,F,4.667,2.917,4.167,5.083,4.167
3,3,2,M,5.167,2,2.833,5.667,3.583
3.5,4,3,F,4.667,2.917,4.167,5.083,4.167
3,3,3,M,5.167,2,2.833,5.667,3.583
4,4,3,F,4.667,2.917,4.167,5.083,4.167
2,3,2.5,M,5.167,2,2.833,5.667,3.583
4,3.5,4,F,4.667,2.917,4.167,5.083,4.167
3,3.5,3.5,M,5.167,2,2.833,5.667,3.583
3,3.5,2,F,4.667,2.917,4.167,5.083,4.167
3,3,2.5,M,5.167,2,2.833,5.667,3.583
3,3.5,2,F,4.667,2.917,4.167,5.083,4.167
3.5,4.5,2.5,M,5.167,2,2.833,5.667,3.583
2.5,4,2.5,F,4.667,2.917,4.167,5.083,4.167
3.5,4.5,2.5,M,5.167,2,2.833,5.667,3.583
3,4.5,2,F,4.667,2.917,4.167,5.083,4.167
3,4.5,2.5,M,5.167,2,2.833,5.667,3.583
3,3.5,2.5,F,4.667,2.917,4.167,5.083,4.167
3.5,4,2.5,M,5.167,2,2.833,5.667,3.583
4,4.5,1.5,F,4.667,2.917,4.167,5.083,4.167
3.5,3.5,2.5,M,5.167,2,2.833,5.667,3.583
3,3,3,F,4.667,2.917,4.167,5.083,4.167
3,3.5,3,M,5.167,2,2.833,5.667,3.583
3,4,2.5,F,4.667,2.917,4.167,5.083,4.167
3.5,4,2.5,M,5.167,2,2.833,5.667,3.583
3.5,4,2.5,M,5.167,2,2.833,5.667,3.583
3,4,2.5,F,4.667,2.917,4.167,5.083,4.167
2.5,4.5,1.5,M,5.167,2,2.833,5.667,3.583
4,4.5,2,M,5.167,2,2.833,5.667,3.583
3,4.5,2.5,F,4.667,2.917,4.167,5.083,4.167
3.5,4,2.5,M,5.167,2,2.833,5.667,3.583
2.5,4,1.5,F,4.667,2.917,4.167,5.083,4.167
3.5,4,3,M,5.167,2,2.833,5.667,3.583
3.5,4,2.5,F,4.667,2.917,4.167,5.083,4.167
3,3.5,3.5,M,5.167,2,2.833,5.667,3.583
2.5,3,3,M,5.167,2,2.833,5.667,3.583
2,3.5,2.5,F,4.667,2.917,4.167,5.083,4.167
3,4,2.5,M,5.167,2,2.833,5.667,3.583
2,3.5,2.5,F,4.667,2.917,4.167,5.083,4.167
3.5,3.5,3,M,5.167,2,2.833,5.667,3.583
2,3,3,F,4.667,2.917,4.167,5.083,4.167
3,3.5,2.5,M,5.167,2,2.833,5.667,3.583
3,4,1.5,F,4.667,2.917,4.167,5.083,4.167
2.5,3.5,2,M,5.167,2,2.833,5.667,3.583
4,4,1.5,F,4.667,2.917,4.167,5.083,4.167
3.5,4.5,2,M,5.167,2,2.833,5.667,3.583
3.5,4.5,1.5,F,4.667,2.917,4.167,5.083,4.167
4,4,2,M,5.167,2,2.833,5.667,3.583
4.5,4.5,1.5,F,4.667,2.917,4.167,5.083,4.167
3.5,4,2,M,5.167,2,2.833,5.667,3.583
5,5,1,F,4.667,2.917,4.167,5.083,4.167
3.5,3,2.5,M,5.167,2,2.833,5.667,3.583
5,5,1,F,4.667,2.917,4.167,5.083,4.167
4,4.5,1.5,M,5.167,2,2.833,5.667,3.583
4.5,5,1,F,4.667,2.917,4.167,5.083,4.167
2.5,4,2,M,5.167,2,2.833,5.667,3.583
4,4.5,2,F,4.667,2.917,4.167,5.083,4.167
2.5,4,1.5,M,5.167,2,2.833,5.667,3.583
5,5,1,F,4.667,2.917,4.167,5.083,4.167
3.5,3.5,2,M,5.167,2,2.833,5.667,3.583
3.5,4,2.5,M,5.167,2,2.833,5.667,3.583
4.5,5,1.5,M,5.167,2,2.833,5.667,3.583
4.5,4.5,1,F,4.667,2.917,4.167,5.083,4.167
3.6667,3.3333,2.6667,F,5.25,2.75,3.167,5.917,3.667
3.3333,2.6667,3,F,5.25,2.75,3.167,5.917,3.667
2.3333,2.3333,3,M,3.917,1.833,3.167,5.5,2.417
2.3333,2,2.6667,M,3.917,1.833,3.167,5.5,2.417
2.3333,2.3333,2.6667,F,5.25,2.75,3.167,5.917,3.667
2.6667,3.3333,3,M,3.917,1.833,3.167,5.5,2.417
3.6667,3.6667,2.3333,F,5.25,2.75,3.167,5.917,3.667
3,3,3,M,3.917,1.833,3.167,5.5,2.417
3.3333,2.6667,3,F,5.25,2.75,3.167,5.917,3.667
2,2.6667,3,M,3.917,1.833,3.167,5.5,2.417
3.6667,4,2,F,5.25,2.75,3.167,5.917,3.667
2.6667,2.6667,3,M,3.917,1.833,3.167,5.5,2.417
4.3333,3.6667,2,F,5.25,2.75,3.167,5.917,3.667
2.6667,2.3333,3,M,3.917,1.833,3.167,5.5,2.417
3.6667,3.3333,2,F,5.25,2.75,3.167,5.917,3.667
3.6667,3.6667,2.3333,M,3.917,1.833,3.167,5.5,2.417
2.6667,3.3333,2.6667,M,3.917,1.833,3.167,5.5,2.417
3.3333,2,2,F,5.25,2.75,3.167,5.917,3.667
3.3333,3.3333,3,M,3.917,1.833,3.167,5.5,2.417
4,2.3333,2,F,5.25,2.75,3.167,5.917,3.667
2.3333,3.6667,2.6667,M,3.917,1.833,3.167,5.5,2.417
4.3333,3.6667,2,F,5.25,2.75,3.167,5.917,3.667
3.6667,4.3333,2,M,3.917,1.833,3.167,5.5,2.417
3.3333,2,3.3333,F,5.25,2.75,3.167,5.917,3.667
2.5,1,4,F,4.167,5.083,5.333,2.583,5.25
2,1,3.5,F,4.167,5.083,5.333,2.583,5.25
2,2,2.5,M,3.083,2.917,3.667,4.917,2.833
1.5,1,3,F,4.167,5.083,5.333,2.583,5.25
3,1,3.5,F,4.167,5.083,5.333,2.583,5.25
2.5,2.5,4,M,3.083,2.917,3.667,4.917,2.833
2.5,1.5,3,F,4.167,5.083,5.333,2.583,5.25
2,1,4,F,4.167,5.083,5.333,2.583,5.25
2,1.5,3,F,4.167,5.083,5.333,2.583,5.25
2.5,1.5,3.5,M,3.083,2.917,3.667,4.917,2.833
3,1.5,3,F,4.167,5.083,5.333,2.583,5.25
2,1.5,4,M,3.083,2.917,3.667,4.917,2.833
2,1.5,2.5,F,4.167,5.083,5.333,2.583,5.25
2.5,1.5,2.5,F,4.167,5.083,5.333,2.583,5.25
2.5,1.5,3,F,4.167,5.083,5.333,2.583,5.25
3.5,2,1.5,M,3.083,2.917,3.667,4.917,2.833
2,1.5,2.5,F,4.167,5.083,5.333,2.583,5.25
4,2,1.5,M,3.083,2.917,3.667,4.917,2.833
1.5,1,2,F,4.167,5.083,5.333,2.583,5.25
2.5,1.5,2.5,F,4.167,5.083,5.333,2.583,5.25
3.5,2.5,1.5,M,3.083,2.917,3.667,4.917,2.833
3,2.5,2.5,F,4.167,5.083,5.333,2.583,5.25
4,2,1.5,M,3.083,2.917,3.667,4.917,2.833
2,1.5,2.5,F,4.167,5.083,5.333,2.583,5.25
3.5,2,2,M,3.083,2.917,3.667,4.917,2.833
3,2,2.5,F,4.167,5.083,5.333,2.583,5.25
3.5,2,2,F,4.167,5.083,5.333,2.583,5.25
3,1.5,2,M,3.083,2.917,3.667,4.917,2.833
3.5,2.5,2,M,3.083,2.917,3.667,4.917,2.833
3,2.5,2,F,4.167,5.083,5.333,2.583,5.25
2,1.5,2,F,4.167,5.083,5.333,2.583,5.25
3,2.5,1.5,M,3.083,2.917,3.667,4.917,2.833
2,1.5,1.5,F,4.167,5.083,5.333,2.583,5.25
2.5,2,1.5,M,3.083,2.917,3.667,4.917,2.833
3.5,1.5,2,F,4.167,5.083,5.333,2.583,5.25
3,2,2,M,3.083,2.917,3.667,4.917,2.833
3.5,2.5,2,F,4.167,5.083,5.333,2.583,5.25
3.5,1.5,1.5,M,3.083,2.917,3.667,4.917,2.833
2,2.5,1.5,M,3.083,2.917,3.667,4.917,2.833
3,1.5,2,F,4.167,5.083,5.333,2.583,5.25
2.5,2,2,M,3.083,2.917,3.667,4.917,2.833
3.5,2.5,2,F,4.167,5.083,5.333,2.583,5.25
2,2,1.5,F,4.167,5.083,5.333,2.583,5.25
2,2,2,M,3.083,2.917,3.667,4.917,2.833
1.5,1.5,1.5,F,4.167,5.083,5.333,2.583,5.25
3,2,2,F,4.167,5.083,5.333,2.583,5.25
3,2,2,M,3.083,2.917,3.667,4.917,2.833
2,1.5,2,F,4.167,5.083,5.333,2.583,5.25
2,1.5,2,M,3.083,2.917,3.667,4.917,2.833
2.5,1.5,1.5,F,4.167,5.083,5.333,2.583,5.25
2,2,1.5,M,3.083,2.917,3.667,4.917,2.833
2.5,1.5,1.5,M,3.083,2.917,3.667,4.917,2.833
2.5,2,1.5,F,4.167,5.083,5.333,2.583,5.25
2.5,2,2,M,3.083,2.917,3.667,4.917,2.833
2.5,3,3.5,F,4.167,5.083,5.333,2.583,5.25
2.5,1,2,F,4.167,5.083,5.333,2.583,5.25
3,2.5,2,M,3.083,2.917,3.667,4.917,2.833
2,3,2,M,3.083,2.917,3.667,4.917,2.833
2.5,2,2,F,4.167,5.083,5.333,2.583,5.25
3.5,2,3,F,4.167,5.083,5.333,2.583,5.25
3.5,2,3,F,4.167,5.083,5.333,2.583,5.25
2.5,2.5,1.5,M,3.083,2.917,3.667,4.917,2.833
3,3,2,M,3.083,2.917,3.667,4.917,2.833
3.5,2.5,2,M,3.083,2.917,3.667,4.917,2.833
2,1.5,1.5,F,4.167,5.083,5.333,2.583,5.25
2,2,1.5,M,3.083,2.917,3.667,4.917,2.833
2.5,1.5,2,F,4.167,5.083,5.333,2.583,5.25
2,2,1.5,M,3.083,2.917,3.667,4.917,2.833
2.5,1.5,1.5,F,4.167,5.083,5.333,2.583,5.25
2,2,1.5,F,4.167,5.083,5.333,2.583,5.25
2.5,2.5,1.5,M,3.083,2.917,3.667,4.917,2.833
3,1.5,2,F,4.167,5.083,5.333,2.583,5.25
2,1.5,1.5,F,4.167,5.083,5.333,2.583,5.25
2,1,1.5,F,4.167,5.083,5.333,2.583,5.25
2.5,2,2,F,4.167,5.083,5.333,2.583,5.25
2,1.5,1.5,M,3.083,2.917,3.667,4.917,2.833
4,4,4.5,M,5.083,6.25,5.5,2.417,4.583
4.5,4.5,4.5,F,6.25,6,5.583,2.167,5.083
4.5,4,4.5,M,5.083,6.25,5.5,2.417,4.583
3,3.5,4,M,5.083,6.25,5.5,2.417,4.583
2.5,2.5,3.5,M,5.083,6.25,5.5,2.417,4.583
3.5,3.5,4,F,6.25,6,5.583,2.167,5.083
3.5,3.5,4,M,5.083,6.25,5.5,2.417,4.583
4,4.5,4,F,6.25,6,5.583,2.167,5.083
3,4,4,M,5.083,6.25,5.5,2.417,4.583
3.5,4,4.5,M,5.083,6.25,5.5,2.417,4.583
4.5,4.5,4.5,F,6.25,6,5.583,2.167,5.083
4,3.5,4.5,M,5.083,6.25,5.5,2.417,4.583
4,3.5,3.5,F,6.25,6,5.583,2.167,5.083
3,3,3.5,F,6.25,6,5.583,2.167,5.083
3.5,2.5,3.5,M,5.083,6.25,5.5,2.417,4.583
4.5,4.5,4,F,6.25,6,5.583,2.167,5.083
4.5,4,4,F,6.25,6,5.583,2.167,5.083
2.5,3,3.5,M,5.083,6.25,5.5,2.417,4.583
4,3.5,4,F,6.25,6,5.583,2.167,5.083
2.5,3.5,4,M,5.083,6.25,5.5,2.417,4.583
4,3.5,4,F,6.25,6,5.583,2.167,5.083
4,3.5,4,F,6.25,6,5.583,2.167,5.083
4,4.5,4.5,F,6.25,6,5.583,2.167,5.083
4,4,4.5,M,5.083,6.25,5.5,2.417,4.583
4,4,4.5,M,5.083,6.25,5.5,2.417,4.583
4.5,4.5,4.5,F,6.25,6,5.583,2.167,5.083
4,3.5,3.5,F,6.25,6,5.583,2.167,5.083
3.5,4,4,F,6.25,6,5.583,2.167,5.083
3,3,3.5,M,5.083,6.25,5.5,2.417,4.583
4,4,4,F,6.25,6,5.583,2.167,5.083
3,3,4,F,6.25,6,5.583,2.167,5.083
3,3,3.5,M,5.083,6.25,5.5,2.417,4.583
2.5,3,4,F,6.25,6,5.583,2.167,5.083
2.5,3.5,4,M,5.083,6.25,5.5,2.417,4.583
3,3,3.5,F,6.25,6,5.583,2.167,5.083
3.5,3,3.5,F,6.25,6,5.583,2.167,5.083
3.5,3.5,3,M,5.083,6.25,5.5,2.417,4.583
4,4,3,F,6.25,6,5.583,2.167,5.083
3.5,3.5,3.5,F,6.25,6,5.583,2.167,5.083
3,2.5,3,M,5.083,6.25,5.5,2.417,4.583
3,3,3.5,F,6.25,6,5.583,2.167,5.083
2.5,2.5,4,M,5.083,6.25,5.5,2.417,4.583
3.5,3,4,F,6.25,6,5.583,2.167,5.083
3,2.5,4,M,5.083,6.25,5.5,2.417,4.583
3,3,3.5,M,5.083,6.25,5.5,2.417,4.583
4,3,4,M,5.083,6.25,5.5,2.417,4.583
4.5,4,4.5,F,6.25,6,5.583,2.167,5.083
3.5,4,2,F,4.75,4.083,3.75,5.25,4.583
2.5,3,3.5,M,4.25,6.167,5.667,1.833,5.5
2.5,3.5,2.5,F,4.75,4.083,3.75,5.25,4.583
3,3,2.5,M,4.25,6.167,5.667,1.833,5.5
3.5,4,2,F,4.75,4.083,3.75,5.25,4.583
3.5,4,2,F,4.75,4.083,3.75,5.25,4.583
3,3,3,M,4.25,6.167,5.667,1.833,5.5
2.5,3,3,M,4.25,6.167,5.667,1.833,5.5
3,3,2,F,4.75,4.083,3.75,5.25,4.583
2.5,2.5,3.5,M,4.25,6.167,5.667,1.833,5.5
4,4,2,F,4.75,4.083,3.75,5.25,4.583
3.5,3,3,M,4.25,6.167,5.667,1.833,5.5
3,3,3.5,M,4.25,6.167,5.667,1.833,5.5
3,3.5,1.5,F,4.75,4.083,3.75,5.25,4.583
3,2.5,3,M,4.25,6.167,5.667,1.833,5.5
3.5,4,1.5,F,4.75,4.083,3.75,5.25,4.583
3,4,3.5,M,4.25,6.167,5.667,1.833,5.5
4,4,2.5,F,4.75,4.083,3.75,5.25,4.583
2.5,3.5,2,M,4.25,6.167,5.667,1.833,5.5
3,3,2,F,4.75,4.083,3.75,5.25,4.583
3,3,2.5,F,4.75,4.083,3.75,5.25,4.583
3,4,2.5,M,4.25,6.167,5.667,1.833,5.5
4,2,2.5,F,4.75,4.083,3.75,5.25,4.583
3,3,3,M,4.25,6.167,5.667,1.833,5.5
2.5,3.5,2,F,4.75,4.083,3.75,5.25,4.583
2.5,3,3,M,4.25,6.167,5.667,1.833,5.5
3.5,3.5,2,F,4.75,4.083,3.75,5.25,4.583
3,2.5,3,F,4.75,4.083,3.75,5.25,4.583
4,3.5,2.5,F,4.75,4.083,3.75,5.25,4.583
2.5,2.5,3.5,M,4.25,6.167,5.667,1.833,5.5
4,4.5,2.5,F,4.75,4.083,3.75,5.25,4.583
2.5,3,2.5,M,4.25,6.167,5.667,1.833,5.5
2.5,3,2.5,F,4.75,4.083,3.75,5.25,4.583
3.5,3.5,2,F,4.75,4.083,3.75,5.25,4.583
2.5,3,3,M,4.25,6.167,5.667,1.833,5.5
3,3,2,F,4.75,4.083,3.75,5.25,4.583
3,4,1.5,F,4.75,4.083,3.75,5.25,4.583
3.5,3.5,4,M,4.25,6.167,5.667,1.833,5.5
2.5,3.5,3.5,F,4.75,4.083,3.75,5.25,4.583
2.5,3.5,2,F,4.75,4.083,3.75,5.25,4.583
3,3,3.5,M,4.25,6.167,5.667,1.833,5.5
2,3,2.5,F,4.75,4.083,3.75,5.25,4.583
2.5,3,3,M,4.25,6.167,5.667,1.833,5.5
2.5,2.5,2.5,F,4.75,4.083,3.75,5.25,4.583
3.5,3,3.5,M,4.25,6.167,5.667,1.833,5.5
2.5,4,2.5,F,4.75,4.083,3.75,5.25,4.583
4,3,5,M,4.25,6.167,5.667,1.833,5.5
3,3.5,4.5,F,4.75,4.083,3.75,5.25,4.583
